Time,GPS_Lat,GPS_Lon,GPS_Alt,N(m),E(m),Target_Alt,Yaw(deg),Local_X(m),Local_Y(m),Yaw_Offset(deg),Initial_Yaw(deg)
2025-06-29T15:22:34.358741+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.458842+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.558942+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.659043+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.759144+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.859244+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:34.959347+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:35.059452+09:00,36.0757744,136.2132949,0.504,-0.2,0.0,0.5,175.41513124555854,0.011218165745958686,-0.17736563831567764,0.0,175.41513124555854
2025-06-29T15:22:35.159553+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.259657+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.359756+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.459853+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.559952+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.660051+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.760149+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.860247+09:00,36.0757741,136.2132948,0.513,-0.2,0.0,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
2025-06-29T15:22:35.960351+09:00,36.0757741,136.2132948,0.513,-0.2,-0.1,0.5,175.41513124555854,0.002628423389978707,-0.2107550553046167,0.0,175.41513124555854
